ENSG00000186092.4	69090
ENSG00000279928.1	182392
ENSG00000279457.3	200322
ENSG00000278566.1	451678
ENSG00000273547.1	686654
ENSG00000187634.10	924879
ENSG00000188976.10	959309
ENSG00000187961.13	960586
ENSG00000187583.10	966496
ENSG00000187642.9	982093
ENSG00000188290.10	1000172
ENSG00000187608.8	1001137
ENSG00000188157.13	1020122
ENSG00000237330.2	1074307
ENSG00000131591.17	1116361
ENSG00000162571.13	1173883
ENSG00000186891.13	1206691
ENSG00000186827.10	1214138
ENSG00000078808.16	1232031
ENSG00000176022.4	1232264
ENSG00000184163.3	1246722
ENSG00000160087.20	1273885
ENSG00000162572.19	1280435
ENSG00000131584.18	1309609
ENSG00000169972.11	1308566
ENSG00000127054.18	1324691
ENSG00000224051.6	1324755
ENSG00000169962.4	1331313
ENSG00000107404.17	1349350
ENSG00000162576.16	1361777
ENSG00000175756.13	1375495
ENSG00000221978.11	1399328
ENSG00000242485.5	1407313
ENSG00000235098.8	1421769
ENSG00000205116.3	1426127
ENSG00000179403.11	1434860
ENSG00000215915.9	1449688
ENSG00000160072.19	1471768
ENSG00000197785.13	1512150
ENSG00000205090.8	1540453
ENSG00000160075.11	1574869
ENSG00000279244.1	1579755
ENSG00000228594.3	1600096
ENSG00000197530.12	1615414
ENSG00000189409.12	1632094
ENSG00000248333.8	1659012
ENSG00000189339.11	1692728
ENSG00000008128.22	1724324
ENSG00000215790.6	1745992
ENSG00000008130.15	1780457
ENSG00000078369.17	1891117
ENSG00000169885.9	1914826
ENSG00000178821.12	1919273
ENSG00000142609.17	2003837
ENSG00000187730.7	2019323
ENSG00000067606.15	2050469
ENSG00000162585.16	2212720
ENSG00000157933.9	2228694
ENSG00000116151.13	2391707
ENSG00000157916.18	2391774
ENSG00000157911.9	2413797
ENSG00000149527.17	2425979
ENSG00000157881.13	2526628
ENSG00000197921.5	2530245
ENSG00000157873.17	2555638
ENSG00000157870.14	2586490
ENSG00000142606.15	2632990
ENSG00000215912.11	2789755
ENSG00000169717.6	3021482
ENSG00000142611.16	3069167
ENSG00000130762.14	3454425
ENSG00000162591.15	3611495
ENSG00000158109.14	3625001
ENSG00000116213.15	3652761
ENSG00000078900.14	3652519
ENSG00000162592.8	3752397
ENSG00000235169.7	3772787
ENSG00000130764.9	3796504
ENSG00000116198.12	3857214
ENSG00000169598.15	3857266
ENSG00000198912.10	3900293
ENSG00000196581.10	4654731
ENSG00000131697.17	5992473
ENSG00000069424.14	5991465
ENSG00000116254.17	6180123
ENSG00000116251.9	6209389
ENSG00000158286.12	6205474
ENSG00000116237.15	6235972
ENSG00000173673.7	6244191
ENSG00000158292.6	6260975
ENSG00000097021.19	6394391
ENSG00000069812.11	6424670
ENSG00000187017.14	6424787
ENSG00000215788.9	6466195
ENSG00000171680.20	6520061
ENSG00000162408.10	6554535
ENSG00000173662.19	6555180
ENSG00000204859.11	6580000
ENSG00000162413.16	6614607
ENSG00000116273.5	6613684
ENSG00000041988.15	6624865
ENSG00000007923.15	6701924
ENSG00000171735.18	6785323
ENSG00000049245.12	7771268
ENSG00000049246.14	7784319
ENSG00000049247.13	7853512
ENSG00000049249.8	7943165
ENSG00000116288.12	7954290
ENSG00000116285.12	8026308
ENSG00000162426.14	8317825
ENSG00000142599.17	8817643
ENSG00000074800.13	8879249
ENSG00000131686.14	8945866
ENSG00000197241.3	9026345
ENSG00000142583.17	9088478
ENSG00000180758.11	9129170
ENSG00000049239.12	9234774
ENSG00000171621.13	9292879
ENSG00000171612.6	9539481
ENSG00000188807.12	9588921
ENSG00000171608.15	9651731
ENSG00000171603.16	9824526
ENSG00000280113.1	9828258
ENSG00000178585.14	9910336
ENSG00000162441.11	9943407
ENSG00000173614.13	9943427
ENSG00000162444.11	9997205
ENSG00000130939.18	10032831
ENSG00000054523.17	10210804
ENSG00000142657.20	10398591
ENSG00000251503.8	10430101
ENSG00000175279.21	10430442
ENSG00000241563.3	10449718
ENSG00000160049.11	10472526
ENSG00000142655.12	10472287
ENSG00000130940.14	10796650
ENSG00000175262.14	10982037
ENSG00000120948.15	11012343
ENSG00000277726.4	11012661
ENSG00000009724.16	11047233
ENSG00000116649.9	11060024
ENSG00000171824.13	11099881
ENSG00000198793.12	11262507
ENSG00000171819.4	11189340
ENSG00000120942.13	11273205
ENSG00000204624.7	11479165
ENSG00000116661.9	11655785
ENSG00000132879.13	11654374
ENSG00000116663.10	11664123
ENSG00000116670.14	11691650
ENSG00000162490.6	11691728
ENSG00000177674.15	11736083
ENSG00000215910.7	11761786
ENSG00000177000.10	11806920
ENSG00000011021.21	11806095
ENSG00000175206.10	11848345
ENSG00000120937.8	11858931
ENSG00000116685.15	11926428
ENSG00000083444.16	11934204
ENSG00000116688.16	11980180
ENSG00000116691.10	12019465
ENSG00000120949.14	12063376
ENSG00000028137.16	12167002
ENSG00000048707.13	12230066
ENSG00000162496.8	12617731
ENSG00000204518.2	12644546
ENSG00000188984.11	12716114
ENSG00000157330.9	12746214
ENSG00000116726.4	12774840
ENSG00000116721.9	12791396
ENSG00000239810.3	12831410
ENSG00000179172.8	12947578
ENSG00000120952.4	12857085
ENSG00000243073.3	12886201
ENSG00000187545.5	12898270
ENSG00000204510.5	12916609
ENSG00000232423.5	13056491
ENSG00000274764.5	13056491
ENSG00000280267.3	13158092
ENSG00000229571.6	13060852
ENSG00000277058.2	13060868
ENSG00000275774.2	13116854
ENSG00000179412.10	13165467
ENSG00000204505.4	13172454
ENSG00000279804.1	13226133
ENSG00000270601.4	13254211
ENSG00000182330.10	13285174
ENSG00000204501.6	13303508
ENSG00000204481.7	13347134
ENSG00000204480.7	13371693
ENSG00000204479.4	13389631
ENSG00000204478.9	13410449
ENSG00000162494.5	13514048
ENSG00000162493.16	13583464
ENSG00000116731.22	13700197
ENSG00000189337.15	14598703
ENSG00000171729.13	15152531
ENSG00000142621.19	15247271
ENSG00000142634.12	15409894
ENSG00000162438.11	15438438
ENSG00000142615.7	15456727
ENSG00000215704.9	15465908
ENSG00000132906.17	15526534
ENSG00000116138.12	15526812
ENSG00000116771.5	15585110
ENSG00000197312.11	15617499
ENSG00000215695.1	15659868
ENSG00000116786.11	15684331
ENSG00000162461.7	15736404
ENSG00000162460.6	15742421
ENSG00000162458.12	15756606
ENSG00000233954.6	15809348
ENSG00000065526.10	15847863
ENSG00000116809.11	15976132
ENSG00000183888.4	16004235
ENSG00000173641.17	16019594
ENSG00000186510.11	16018874
ENSG00000184908.17	16043735
ENSG00000185519.8	16073632
ENSG00000142627.12	16156087
ENSG00000142632.16	16212609
ENSG00000132881.11	16237162
ENSG00000037637.10	16352454
ENSG00000055070.16	16352574
ENSG00000187144.11	16437424
ENSG00000157191.19	16440671
ENSG00000268991.2	16539065
ENSG00000219481.10	16613562
ENSG00000237847.2	16673002
ENSG00000279132.1	16734461
ENSG00000058453.16	16740272
ENSG00000117122.13	16980835
ENSG00000159363.17	17011928
ENSG00000117118.9	17054170
ENSG00000117115.12	17119435
ENSG00000142623.9	17205125
ENSG00000142619.4	17249097
ENSG00000159339.13	17308194
ENSG00000280226.1	17331796
ENSG00000276747.1	17372195
ENSG00000179051.13	17439724
ENSG00000074964.16	17539834
ENSG00000117148.7	17755312
ENSG00000117154.11	18107745
ENSG00000179023.8	18480981
ENSG00000009709.11	18631005
ENSG00000179002.5	18859682
ENSG00000255275.3	18921121
ENSG00000159423.16	18902781
ENSG00000169991.10	18956686
ENSG00000127481.14	19210276
ENSG00000127463.13	19251552
ENSG00000053372.4	19251538
ENSG00000162482.4	19289250
ENSG00000053371.12	19312146
ENSG00000040487.12	19312325
ENSG00000077549.17	19485539
ENSG00000173436.13	19596976
ENSG00000270136.5	19596978
ENSG00000158747.13	19640553
ENSG00000158748.3	19665286
ENSG00000162542.13	19799945
ENSG00000178828.6	19815278
ENSG00000169914.5	19882512
ENSG00000188784.4	19923617
ENSG00000188257.10	19980416
ENSG00000127472.10	20028178
ENSG00000117215.14	20119566
ENSG00000158786.4	20139325
ENSG00000187980.6	20177424
ENSG00000162543.5	20186084
ENSG00000158816.15	20290918
ENSG00000162545.5	20486220
ENSG00000090432.6	20508161
ENSG00000183114.7	20552438
ENSG00000158825.5	20588947
ENSG00000158828.5	20633454
ENSG00000244038.9	20661544
ENSG00000117245.12	20718017
ENSG00000189410.11	20732837
ENSG00000127483.17	20787323
ENSG00000075151.20	21176888
ENSG00000117298.14	21345504
ENSG00000142794.18	21440127
ENSG00000162551.13	21509371
ENSG00000076864.19	21669363
ENSG00000090686.15	21783606
ENSG00000187942.11	21812264
ENSG00000142798.17	21937297
ENSG00000219073.7	21977020
ENSG00000142789.19	22001655
ENSG00000070831.15	22052626
ENSG00000162552.14	22143969
ENSG00000184677.16	22451850
ENSG00000070886.10	22563563
ENSG00000173372.16	22636505
